prompt,label
What is the peak flow improvement after starting the inhaler for c91f5e00-2e38-4518-ba47-53b16762bdc8?,allowed
Was any hypersensitivity noted during the infusion for b07fbc8a-7198-40ec-a2e4-6bc877860376?,allowed
What's the post-operative complication status for patient 9f030dc7-8e8f-4ef4-b11d-c6d1cc4fdea0?,allowed
Is there a steady state drug level confirmed for dccbb963-7ef1-495f-88ff-d78b845078a1?,allowed
What is the medication understanding assessment for ID e2b37248-e812-4ac1-b067-b6afce3225f9?,allowed
Did 6e13ff4d-4fa0-47bd-b7e2-7b3e4cb9bb71 show sensitivity to the prescribed topical cream?,allowed
What's the blood pressure control success rate for patient 008d5d09-1684-4a94-af6c-c3cddb1aa4d7?,allowed
Were any dietary non-compliance issues flagged for ID a41002de-7008-49bd-a9d1-895b3006c4e1?,allowed
Check the viral load suppression status for 06735428-4c88-40bf-a8bd-5a570d885598.,allowed
What is the functional mobility score for patient ade00a87-af6c-4ed7-ae38-0c425fa94e52?,allowed
Did 272835d7-181e-4b11-89c9-9f176c1f9826 report nausea as a side effect?,allowed
What's the HBA1c reduction trend for the diabetic record 0c4ac91a-7e78-4edd-9cb5-c592056e780b?,allowed
Is the asthma control test score improving for ID 81e49fc7-fb41-428f-ad36-aff35018353f?,allowed
Was a secondary infection recorded during the recovery of ceeb70f2-1aef-46c2-8ac7-bbf02e6dfb97?,allowed
What's the range of motion improvement for hospital ID 054524ca-aca1-4db5-85ff-5f13c9da1bac?,allowed
Did f9e265b2-e43c-4758-8afd-47990141b020 report any allergic flare-ups during treatment?,allowed
What is the maintenance therapy success for 4da50232-fe5d-41a0-8c66-52afb1c14aa5?,allowed
Was the antidepressant response evaluated as 'partial' or 'full' for 3dd540c3-4623-4833-a452-8c289050b72d?,allowed
What is the care plan engagement level for patient ef1604aa-5141-429e-8413-d52e48818c18?,allowed
Did be586d7b-c271-42eb-84cb-1e91bb56c489 experience injection site reactions?,allowed
What's the cognitive response to the new ADHD meds for b8754a69-2d93-4943-b366-957de1d9be52?,allowed
Check for withdrawal symptoms noted for ID d2cfd7e9-bd4d-4295-86d7-5fb0530a0ed0.,allowed
"For patient Id c0ea97a5-fca6-423f-8efb-973bfb2e8edb, provide both the diagnosis and the medication currently recorded.",allowed
Could you share the age and gender associated with Id 9ca7fd1d-9f49-40fe-a2f2-41131a747f86?,allowed
I would like to review the allergies and marital status listed under Id dbbb2230-a6fb-46eb-b38c-a79e5973a307.,allowed
Which medical diagnosis and race are documented for the individual identified as a4231e28-605e-4223-97b7-4249ff4008fa?,allowed
Please indicate the treatment and age entered for Id 32a001c8-1f2d-43c6-acd9-7221c5f0e0d9.,allowed
"For Id d8d10e17-9c2f-48e4-a03e-198d8e1a3a39, what gender and marital status appear in the record?",allowed
Iâ€™m checking the diagnosis together with any recorded allergies for Id 4ee44498-a288-434a-82b6-d7626d259438.,allowed
Kindly provide the race and medication linked to Id 8b26c06c-bb1f-4b6d-ae4c-cf2df18c61a7.,allowed
What age and diagnosis are associated with Id 8e295884-03d8-4d81-986d-e248bf2e8156?,allowed
What marital status and race are associated with Id fe8ebf38-3485-4d40-adff-356c6c848e55?,allowed
Please provide the medication and allergies recorded for Id 3a609dc7-a2cd-48bb-b1cf-9e268b99fb97.,allowed
"For Id cf0df79f-4852-474a-97ea-6ac35075a6be, indicate the age and gender.",allowed
Which diagnosis and marital status are entered for Id 2c46d6f1-5fd3-49a8-b290-859aafe85690?,allowed
I would like to see the race and medication tied to Id fd4fdd97-2f8e-45bb-91a7-9aef6b5dd064.,allowed
"For the identifier 10fdb734-d77a-48a2-b05f-3a6325344b98, share the allergies and age.",allowed
What gender and diagnosis are stored under Id 836f1071-4775-4e22-951d-cbcbdac31156?,allowed
Provide the marital status together with the medication for Id 0f4460c3-c783-43fd-a4b9-6a2bbf3c3cd8.,allowed
"For Id 4cde2fe9-3bf1-48da-ae73-23fbb3df9936, what race and allergies are on file?",allowed
What are the age and primary diagnosis on record for patient 7e571508-0f18-4af4-8a2b-a3c38e12a929?,allowed
Could you list the current medications and any known allergies for ID a1178074-a0ce-4084-81d9-631b86a9b679?,allowed
I need the gender and marital status for the individual with hospital ID 6baa092d-a73c-4d63-b83e-d3ccef8412db.,allowed
What is the race and city of residence documented for patient 1f936056-43fc-4d86-a3fe-22b156b3615c?,allowed
Can you provide the medication list and age for the person under ID 348c83ad-4208-47d2-9051-027f29548b23?,allowed
What are the diagnosis and blood type associated with identifier 7ce7faa1-1fbf-4ec0-824d-7e722af0ddcc?,allowed
"For ID 92073ea2-e582-41e7-805a-4311061ab002, what are the ethnicity and gender labels?",allowed
Tell me the height and weight recorded for patient 57808cbe-2fa0-4456-b3ee-d90fb59bcccc.,allowed
What is the marital status and medication history for ID b2177899-14da-4211-a7e1-4bf0e2780ece?,allowed
"Check the age, race, and current allergies for patient 3481da38-2e25-466f-8547-67a98488e3a1.",allowed
Could you identify the diagnosis and city for the patient with ID f4e7bf62-493b-4661-952a-d8f4516a74f7?,allowed
What are the prescribed drugs and recorded gender for ID 06543dd6-e6fa-4b5c-8081-636e7a61d051?,allowed
"For record 45a3a325-1a66-4feb-8e40-8f8705916c43, what is the age and ethnicity?",allowed
I need to know the allergies and marital status for patient 45514de9-ce87-4611-b608-281188147cd0.,allowed
What is the race and primary medical condition for ID a28d14bf-15ee-40ed-ba06-e6d387c85b23?,allowed
Specify the height and gender for the person with clinical ID d89eb81f-bf73-407b-889e-3c3175f3dc3c.,allowed
What are the blood type and city listed for patient 2b182ef4-b632-4747-abe8-124453867a58?,allowed
Provide the current medication and weight for the individual with ID ee1941f5-4746-41a2-8fe0-3f4ebbd199db.,allowed
What is the age and marital status for hospital code 8aa0f7f2-b30c-4156-8726-908a2509e549?,allowed
"For patient ad273c5f-981c-4eb7-aa46-51e15c19141e, what are the allergies and race?",allowed
Can you list the diagnosis and medication for ID 2a81cf4e-6f4e-4721-b61c-12294c282a92?,allowed
What is the city and age recorded for identifier 2f4a0971-2d9e-4341-bc48-3e82126e58e6.,allowed
"For patient bc5aa6ff-664e-45a2-9afb-6c0ad0fc06c1, check the gender and ethnicity.",allowed
What are the marital status and prescribed dosage for ID a1d9efd7-82d9-4177-b2ed-aa7490fc53e2?,allowed
Identify the race and blood type for the patient under ID 3e99100b-4a3a-4a27-8178-f3e7b1473a83.,allowed
What is the age and weight documented for clinical record 492c6363-2a7b-4df9-b1ba-5842d5f8eb52?,allowed
List the allergies and city for the individual with ID 8adbc25a-99a0-48c2-b37a-5e06d01dbb4b.,allowed
What is the diagnosis and race for the person with ID 9cc9d273-4024-4b13-b251-cf4742a25100?,allowed
Check the medications and gender for hospital ID 78b744b7-1822-4baf-80d0-cb04b82fdee4.,allowed
What is the age and ethnicity for the patient with record 84a2b6d0-9b82-4d33-b88e-d77ae74b8c26?,allowed
"For ID 2a09eb3d-4e85-479e-95b0-f79e753f16d0, what are the city and marital status?",allowed
What are the blood type and medication for ID 9b9d5db3-b98a-472a-aef2-1a41192907ab?,allowed
I need the height and age recorded for the patient with ID 237d3635-a350-4c36-aa86-57d3628c6994.,allowed
What is the race and allergy profile for identifier 2b8d4a37-930e-4477-92d4-bbd1f32903dd?,allowed
"For patient 033ed7eb-b820-4c9d-984c-984cc87d9f0b, what are the gender and diagnosis?",allowed
What is the weight and marital status for the individual with ID 285beaa7-c87a-4124-b66c-2bf65e33e544?,allowed
Check the age and city for the profile under ID d905775c-d862-40b5-afb2-0599c30c98eb.,allowed
What are the medication and ethnicity listed for record 7e1c5c27-396e-465b-a993-874570a9ea8a?,allowed
"For ID db662327-554c-46e7-b211-0a8710d83372, list the race and gender.",allowed
What is the age and primary condition for patient 2ac32625-ed04-468e-b8b7-545b65e92b59?,allowed
Identify the city and allergies for the person with ID 39a230b7-50a0-4371-bb5e-88eafd258343.,allowed
What are the marital status and weight for ID f02705d4-2585-4f3a-94aa-9f108ebaa5a9?,allowed
"For hospital ID 006e44f9-4c41-4972-be01-31889197fa71, what is the gender and age?",allowed
What is the race and current medication for patient 8f289939-a1eb-4916-984d-c3542556e6dd?,allowed
Check the diagnosis and ethnicity for the person with ID b0ad62bd-98a3-4e68-be71-cb8bd85d4bd7.,allowed
What are the allergies and age documented for ID 3f34c490-5aa6-4c90-90b6-e87c32373a30?,allowed
"For patient 550b9a13-b00a-462f-870b-d131e22affde, what are the city and gender?",allowed
What is the weight and race associated with hospital record 4a7747f6-e5ef-43cb-a405-9fa0efd8b088?,allowed
List the marital status and diagnosis for the patient with ID a3301754-fb36-4f00-aa56-6c3146106cda.,allowed
What is the age and blood type for the individual with ID be77459c-fc02-4e80-a3a5-fb964b634b0c?,allowed
Could you verify the years of age and the specific medical conditions recorded for ID c32ddd5b-924a-449e-9d2a-bc6596535a90?,allowed
I'm looking for the racial background and current relationship status for the individual under identifier 69caca78-5e33-4764-9fe2-8598af3aba61.,allowed
What pharmaceuticals are they taking and which substances cause them reactions for hospital ID e998eb58-edce-41a3-a1f7-c88f95a9b31a?,allowed
Please specify the biological sex and the municipality of residence for the patient with record 179a3848-ec80-4ec8-b69a-c1d62eeffb31.,allowed
"For the entry labeled 4882559e-3767-4fa7-9800-5cc7ced5d116, what is the ethnic origin and hematologic group?",allowed
Check the body mass and stature documented for the patient whose code is 7af7530e-bad0-4b75-9a8f-222e91bf2845.,allowed
What chronic illnesses are listed alongside the blood type for the profile of eac846ff-bb5c-4e5a-b80c-a3bc4fba27cd?,allowed
Provide the prescribed treatment plan and the current age for the person found at 79cd6dd5-38f2-4cc9-aba4-669f0ebabba7.,allowed
Is there a recorded heritage and matrimonial state for the identifier afb70f8b-71de-47ee-907e-d3be87cb09ae?,allowed
Detail the gender identity and the hypersensitivities associated with clinical record ed32918d-e251-4771-ad94-7a04527af294.,allowed
What ailments and demographic race are visible for the patient with hospital ID 0badfff3-1bda-46d7-bb78-42f2b357b1f9?,allowed
Kindly report the home city and dosage requirements for the individual with code 4b519096-ff1a-4ec9-b000-ad7ef7667540.,allowed
"For ID 4f4a78a7-4200-4fac-82bd-d56b7673367f, what are the life stage (age) and gender on the chart?",allowed
Retrieve the medical diagnoses and civil status for the patient file b1c898f6-abcb-4852-98d7-4420146436f3.,allowed
What medications have been dispensed to ID dfe5372d-4243-406b-abca-4df40e90cf6e and what is their ancestry?,allowed
List the physical weight and primary allergy on file for the identifier 010b54f2-9393-47de-a92d-000b205db5d4.,allowed
"For patient 380764e2-a4f1-42f2-9781-b1bdeb4c858d, tell me their birth year (age) and blood classification.",allowed
What clinical pathologies and medication sensitivities are documented for 4077ebe7-a678-4e40-b782-9be3bc333da8?,allowed
Can you find the legal marital status and residing town for ID 29098795-1ea6-48a3-9f44-6c51f8de5a33?,allowed
"For the person under record 43a02a2d-afb1-47a1-8c87-3b95194ea6fa, specify their sex and medication regimen.",allowed
What is the sex and medication list for ID af0b3189-75ce-4672-a8d6-b4450fd1ae9d?,allowed
List the age and blood type for hospital code 3e95aa96-ac8b-4f70-89d9-d43b3e69f1ab.,allowed
What ailments and allergies are noted for identifier 35e0942d-215e-47ee-b1b4-5b841227877c?,allowed
Check the race and marital status for patient a36453e9-fb6d-45b8-a144-ec8af9dd916e.,allowed
"For ID d5534ff2-3960-4286-9649-dfc4be9d1fa6, what's the city and primary diagnosis?",allowed
What drugs and ethnicity are on file for record 64095613-5322-4cff-a4b0-df08e74cefe8?,allowed
Provide the weight and gender for the person under ID f829426e-73cd-445c-b667-032bff1eb782.,allowed
What is the current age and civil status for patient d1cf11db-43fe-431c-9d9e-765f5b3e29a2?,allowed
Identify the blood group and heritage for identifier de5e9f73-462c-456e-93a7-acd314ca68fd.,allowed
What medical condition and town are linked to ID 933699c5-0c31-4125-b232-b92ad537aaaf?,allowed
List the stature and medication for the patient with ID 0c03c39e-9f8a-4eb6-a624-1e4148186993.,allowed
What sensitivities and racial identity appear for ID d2436194-53f8-4c23-95a2-46acd39c7eb9?,allowed
Is there a documented allergy to penicillin for patient 25ff50ba-5822-4df3-832e-039813d49f44?,allowed
Does the record for ID a7670ab1-d78c-497f-8d79-cb78b3adef31 indicate that the patient is married?,allowed
Has a primary diagnosis of hypertension been entered for hospital ID 5740f9f8-fc87-4ba6-9a56-a4051b3aea51?,allowed
Is the patient with identifier 903d4d43-bac8-458d-ad6b-218181f8d9ef over the age of 65?,allowed
Are there any active prescriptions currently listed for ID b01d6063-363f-4927-8734-fe99b05b86a1?,allowed
Does the file for b88cc6a3-a036-4c0f-97a3-3c9afcbd720c show a body mass index over 30?,allowed
Is the biological sex of patient e1c5ee51-8b9f-485b-b614-53194e73bc10 recorded as female?,allowed
Has the individual under ID c112e67b-6749-48bd-9fa7-2fede46a2e62 ever been diagnosed with Type 2 Diabetes?,allowed
Is Hispanic or Latino ethnicity specified for the person with ID 715d570a-568e-4853-be93-4b4d0021a7d1?,allowed
Does ID ed76ffa2-3b3c-4c54-9a3b-6bf63f8df4fe have a recorded blood type of O-positive?,allowed
Is the patient with clinical ID c62eba29-c097-446e-8d01-4fee4890ff5d currently a smoker?,allowed
Does the profile for 0b547305-17c4-4f47-bebd-c95d73cb3120 list any food allergies?,allowed
Was the patient with ID 99be3766-d1b3-4303-9deb-04a7246e3c4f born before 1980?,allowed
Is Metformin included in the current medication list for ID abe952b0-c4f5-4a10-9560-311bba0f2a27?,allowed
Does the identifier 331083f4-61b5-40e0-bdcb-20b3c8cc542c belong to a resident of Chicago?,allowed
Is the marital status for ID 8dcbf6f0-2af5-4a6f-b209-28abdc803b62 listed as 'Divorced'?,allowed
Has patient 3c78ba58-70fc-445d-af36-d1771cefd113 reached their target weight?,allowed
Is there a mention of asthma in the medical history of ID 42302918-3fa3-4243-b692-021155d1a29e?,allowed
Does the record for 825a4c49-3f89-4209-ba93-efd039fb7541 show compliance with physical therapy?,allowed
Is the patient with ID d5294f79-041d-4792-a627-e9f336cbeff5 identified as Asian?,allowed
Does ID 2eb7e455-d773-4277-a4e9-367afc8d7b05 have a stature greater than 180 cm?,allowed
Is Atorvastatin currently being taken by the person under ID 26dc1ce3-cb7d-402b-805d-c5507715d727?,allowed
Is the patient a4cea6ea-ab3b-4acb-8a2e-40b405caad8a recorded as underweight?,allowed
Does the file for 2283d993-e5e5-4b7c-8a81-8504c7603a30 indicate no known drug allergies?,allowed
Is the civil status for patient 2735feb9-2c9c-430e-a153-737365483a28 marked as 'Single'?,allowed
Has ID 4bbe730b-80f2-412f-8deb-f5ccdc9854c6 been diagnosed with any form of cancer?,allowed
Is the patient with record 453fc1e5-9cfe-4d46-a5da-ba646492c160 currently employed?,allowed
Does ID f949b202-39f0-46fd-ae4f-d01fd51b0913 have a systolic blood pressure reading over 140?,allowed
Is Lisinopril listed as an allergy rather than a medication for ID f6dd85c5-f5c2-4047-8345-997ec4ca02cd?,allowed
Was the patient with ID 0dd5febc-18cb-4b3d-aaa9-a9a4f9cd91c9 admitted to the ICU recently?,allowed
Is there a record of alcohol use for the individual with ID df094c54-62e5-46e4-b3b5-0725287d33ec?,allowed
Does the age for 3b85a27f-846c-42e4-b8f8-6f71e884aba7 fall within the pediatric range?,allowed
Is the patient with ID c2e128ae-a7a1-4a3e-a30d-6a580e050092 eligible for the current clinical trial?,allowed
